Título;Descrição IMDB;Gênero;Nota;Descrição
A Noite do Massacre;No meio da Segunda Guerra Mundial, a história do caso de uma jovem mulher casada com um homem ligado a uma cadeira de rodas, com um desertor do exército italiano, entrelaçar -se com o da captura de poder de um líder fascista local fanático que recebe oSegure com um massacre de oposição do Pacífico, entre eles o pai do jovem desertor.O nevoeiro opressivo cobre os dois dramas como um lembrete ...;Drama,Romance,Guerra;7.3;em o meio de o Segunda Guerra Mundial, o história de o caso de um jovem mulher casado com um homem ligar a um cadeira de roda, com um desertor de o exército italiano, entrelaçar -se com o de o captura de poder de um líder fascista local fanático que receber o Segure com um massacre de oposição de o Pacífico, entre eles o pai de o jovem desertor. o nevoeiro opressivo cobrir o dois drama como um lembrete...
Liza, a fada raposa;Liza é uma enfermeira, buscando amor.Sua única companhia é uma estrela pop japonesa há muito morta, que a transforma em uma faixa de raposa por ciúmes.Agora, todos os homens que desejam que Liza morra terrivelmente.Ela pode superar a maldição?;Comédia,Fantasia,Romance;7.5;Liza ser um enfermeira, buscar amor. seu único companhia ser um estrela pop japonês haver muito morto, que ela transformar em um faixa de raposa por ciúme. agora, todo o homem que desejar que Liza morrer terrivelmente. ela poder superar o maldição ?
Sukiyaki uesutan Jango;Um pistoleiro sem nome chega a uma cidade rasgada por gangues rivais e, embora cortejada por ambos para se juntar, escolhe seu próprio caminho.;Ação,Faroeste;6.1;um pistoleiro sem nome chegar a um cidade rasgar por gangue rival e, embora cortejar por ambos para se juntar, escolher seu próprio caminho.
Charada;Uma mulher é perseguida por vários homens que querem uma fortuna que seu marido assassinado roubou. Em quem ela pode confiar?;Comédia,Mistério,Romance;7.9;um mulher ser perseguir por vários homem que querer um fortuna que seu marido assassinar roubar. em quem ela poder confiar ?
Papai Noel às Avessas;Um miserável vigarista e seu parceiro se fazem passar por Papai Noel e seu pequeno ajudante para roubar lojas de departamento na véspera de Natal. Mas eles se deparam com problemas quando o vigarista faz amizade com uma criança perturbada.;Comédia,Policial,Drama;7.1;um miserável vigarista e seu parceiro se fazer passar por Papai Noel e seu pequeno ajudante para roubar loja de departamento em o véspera de Natal. mas eles se deparar com problema quando o vigarista fazer amizade com um criança perturbar.
Dia de Treinamento;Em seu primeiro dia trabalhando como agente de narcóticos, um policial novato acaba com um detetive incomum que não é o que parece.;Ação,Policial,Drama;7.7;em seu primeiro dia trabalhar como agente de narcótico, um policial novato acabar com um detetive incomum que não ser o que parecer.
Ned Kelly;Um homem inocente se torna um dos criminosos mais procurados que o mundo já conheceu.;Ação,Aventura,Biografia;6.4;um homem inocente se tornar um de o criminoso mais procurar que o mundo já conhecer.
Freddy x Jason;Freddy Krueger, matou dezenas de crianças pelos sonhos até que o condenaram ao esquecimento. Para se vingar, ressuscitou Jason Voorhees para retomar a carnificina em Elm Street e todos pensarem que voltou. Mas o seu plano não corre bem.;Ação,Terror;5.7;Freddy Krueger, matar dezena de criança por o sonho até que o condenar a o esquecimento. para se vingar, ressuscitar Jason Voorhees para retomar o carnificina em Elm Street e todo pensar que voltar. mas o seu plano não correr bem.
Educação;Uma história de maioridade sobre uma adolescente em um subúrbio de Londres dos anos 1960 e como sua vida muda com a chegada de um playboy com quase o dobro de sua idade.;Drama;7.3;um história de maioridade sobre um adolescente em um subúrbio de Londres de o ano 1960 e como seu vida mudar com o chegada de um playboy com quase o dobro de seu idade.
Um Sonho, Dois Amores;Um grupo de recém-chegados ao negócio da música country procura o amor e o estrelato.;Comédia,Drama,Musical;6.4;um grupo de recém-chegado a o negócio de o música country procurar o amor e o estrelato.
Billy Elliot;Um jovem bailarino se ve dividido entre seu amor pela dança e a desintegração sa sua familia.;Drama,Musical;7.7;um jovem bailarino se ver dividir entre seu amor por o dança e o desintegração sa seu familia.
A Prisioneira;Supervisionando a demolição de um edifício misterioso, a representante de uma empresa de demolição descobre antigos habitantes sepultados dentro de paredes por um assassino cruel. Ela deve virar o jogo antes de se tornar sua última vítima.;Terror,Suspense;4.7;supervisionar o demolição de um edifício misterioso, o representante de um empresa de demolição descobrir antigo habitante sepultar dentro de parede por um assassino cruel. ela dever virar o jogo antes de se tornar seu último vítima.
Dead Souls;Uma dúzia de sobreviventes de envelhecimento é entrevistada em Jiabiangou, um complexo de três campos de trabalho no noroeste da China, onde os supostos direitos foram enviados para reeducação nas décadas de 1950 e 1960 sob Mao Zedong.;Documentário,História;7.9;um dúzia de sobrevivente de envelhecimento ser entrevistar em Jiabiangou, um complexo de três campo de trabalho em o noroeste de o China, onde o suposto direito ser enviar para reeducação em o década de 1950 e 1960 sob Mao Zedong.
Um Tira do Outro Mundo;Um policial e seu parceiro mortos -vivos devem perseguir o vilão diabólico que o matou.;Ação,Comédia,Terror;6.0;um policial e seu parceiro matar -vivo dever perseguir o vilão diabólico que o matar.
Keanu: Cadê Meu Gato?!;Dois amigos levam uma vida tranquila e sem surpresas até que o gato de um deles é roubado. Em busca do plano para recuperar o animal, decidem se passar por traficantes, membros de uma gangue, embarcando em uma louca jornada atrás do gato.;Ação,Comédia,Policial;6.2;dois amigo levar um vida tranquilo e sem surpresa até que o gato de um de eles ser roubar. em busca de o plano para recuperar o animal, decidir se passar por traficante, membro de um gangue, embarcar em um louco jornada atrás de o gato.
Lovin' Molly;O aclamado diretor Sidney Lumet traz essa maravilhosa adaptação de um romance de Larry McMurtry à vida.Blythe Danner e Susasn Sarandon estrelam neste complexo, mas desarmantemente, um novo visual para o amor;Drama,Romance;5.5;o aclamado diretor Sidney Lumet trazer esse maravilhoso adaptação de um romance de Larry McMurtry a o vida. Blythe Danner e Susasn Sarandon estrelar em este complexo, mas desarmantemente, um novo visual para o amor
O Sacrifício;No início da Terceira Guerra Mundial, um homem procura uma maneira de restaurar a paz no mundo e descobre que deve dar algo em troca.;Drama;7.9;em o início de o Terceira Guerra Mundial, um homem procurar um maneira de restaurar o paz em o mundo e descobrir que dever dar algo em troca.
Sombras da Lei;Um promotor público recém-eleito se encontra no meio de uma investigação policial de corrupção que pode envolver seu pai e seu parceiro.;Policial,Drama,Suspense;6.6;um promotor público recém-eleito se encontrar em o meio de um investigação policial de corrupção que poder envolver seu pai e seu parceiro.
Cinco Evas e um Adão;Uma jovem mulher é atraída por um homem mesmo que ela pense tê-lo visto matar alguém.;Comédia,Mistério,Romance;5.4;um jovem mulher ser atrair por um homem mesmo que ela pensar ter ele ver matar alguém.
O Maravilhoso Agora;"A filosofia de vida de um aluno festeiro do último ano muda quando ele conhece á não tão típica ""boa menina"".";Comédia,Drama,Romance;7.1;o filosofia de vida de um aluno festeiro de o último ano mudar quando ele conhecer á não tão típico « bom menina «.
Contos de Nova York;Um artista obcecado com seu assistente jovem e bonito, um menino precoce de 12 anos que vive em um hotel e um advogado neurótico com uma mãe possessiva compõem três contos de Gotham.;Comédia,Drama,Romance;6.4;um artista obcecar com seu assistente jovem e bonito, um menino precoce de 12 ano que viver em um hotel e um advogado neurótico com um mãe possessivo compor três conto de Gotham.
O Círculo Vermelho;Um ladrão profissional recém saído da prisão junta forças com um condenado foragido e um ex-policial alcoólatra para tramar um elaborado plano de roubo de joias.;Policial,Drama,Suspense;7.9;um ladrão profissional recém sair de o prisão juntar força com um condenar forager e um ex-policial alcoólatra para tramar um elaborar plano de roubo de joia.
As Bodas de Satã;Os adoradores do diabo planejam converter duas novas vítimas.;Terror;6.9;o adorador de o diabo planejar converter dois novo vítima.
Quinta-Feira Violenta;Um ex-traficante de drogas de Los Angeles mudou-se para Houston para ter uma nova vida como um arquiteto casado. Tudo desmorona quando ele é subitamente visitado por um de seus antigos companheiros que vem carregando heroína.;Ação,Comédia,Policial;7.1;um ex-traficante de droga de Los Angeles mudar se para Houston para ter um novo vida como um arquiteto casado. tudo desmoronar quando ele ser subitamente visitar por um de seu antigo companheiro que vir carregar heroína.
O Primeiro Milhão;Um desistente da faculdade, tentando estar à altura dos altos padrões de seu pai, consegue um emprego em uma empresa de investimentos suburbana, colocando-o no caminho do sucesso. Mas o trabalho pode não ser tão legítimo quanto apareceu.;Policial,Drama,Suspense;7.0;um desistente de o faculdade, tentar estar a o altura de o alto padrão de seu pai, conseguir um emprego em um empresa de investimento suburbano, colocar o em o caminho de o sucesso. mas o trabalho poder não ser tão legítimo quanto aparecer.
Armadilhas do Amor;Um advogado de alta potência duto grava seu marido adúltero no banheiro ... logo antes de sua casa ser invadida por assaltantes.;Comédia,Policial,Romance;5.3;um advogado de alto potência duto gravar seu marido adúltero em o banheiro... logo antes de seu casa ser invadir por assaltante.
Mundos Opostos;Adam e Eden se apaixonaram quando adolescentes, apesar de viverem em mundos opostos. Dez anos após uma separação forçada, Adam embarca em uma perigosa busca para se reconectar com seu amor.;Drama,Fantasia,Romance;6.3;Adam e Eden se apaixonar quando adolescente, apesar de viver em mundo oposto. dez ano após um separação forçar, Adam embarcar em um perigoso busca para se reconectar com seu amor.
Até a Morte;Stowe é um policial sujo que está viciado em heroína, e todo mundo não gosta dele.Por causa de um acidente, ele é colocado em coma e sai disso uma pessoa melhor.Ele acorda querendo corrigir as coisas.;Ação,Policial,Drama;5.7;Stowe ser um policial sujo que estar viciar em heroína, e todo mundo não gostar de ele. por causa de um acidente, ele ser colocar em coma e sair disso um pessoa bom. ele acordar querer corrigir o coisa.
A Bela e a Fera;Uma bela jovem toma o lugar de seu pai como prisioneiro de uma fera misteriosa, que deseja se casar com ela.;Drama,Fantasia,Romance;7.9;um belo jovem tomar o lugar de seu pai como prisioneiro de um fera misterioso, que desejar se casar com ela.
Os do Norte;Durante o verão de 1960, os moradores idiossincráticos de um subúrbio holandês de uma rua colidem em histórias entrelaçadas de desejo e frustração.;Comédia,Drama;7.3;durante o verão de 1960, o morador idiossincrático de um subúrbio holandês de um rua colidir em história entrelaçar de desejo e frustração.
A Comédia dos Acusados;O detetive particular Nick Charles e sua rica esposa Nora estão de volta em casa e esperando um ano novo tranquilo, quando há um assassinato.O suspeito óbvio é sua esposa, prima de Nora, Selma.;Comédia,Policial,Mistério;7.6;o detetive particular Nick Charles e seu rico esposo Nora estar de volta em casa e esperar um ano novo tranquilo, quando haver um assassinato. o suspeito óbvio ser seu esposo, primo de Nora, Selma.
