Título;Descrição;Gênero;Nota
Procurados;Uma gangue francesa de ladrões voa para Chicago para um trabalho único.No entanto, as coisas parecem sair do controle em breve.;Ação,Comédia,Policial;6.4
L'homme qui ment;Na corrida da perseguindo soldados, um homem se esconde em uma pequena cidade européia.;Drama,Guerra;6.8
A História Verdadeira;Quando o desonroso repórter do New York Times, Michael Finkel, encontra o acusado de assassinato, Christian Longo que assumiu a identidade de Finkel , sua investigação se transforma em um interminável jogo;Biografia,Policial,Drama;6.3
Dhamaal;Quatro colegas preguiçosos do Slacker Conmen, que estão desempregados, sem -teto e quebrados, aprendem sobre o segredo de um tesouro escondido de um ladrão moribundo e mais tarde embarcam em uma corrida contra o tempo para encontrar o tesouro enterrado do mafioso e reivindicá -lo enquanto é perseguido por um inspetor policial determinado queé inferno para conseguir o tesouro sozinho.;Ação,Aventura,Comédia;7.4
Meninos de Tóquio;Dois jovens irmãos fazem uma birra quando descobrem que seu pai não é o homem mais importante em seu local de trabalho.;Comédia,Drama;7.9
Força Maior;Uma família em férias nos Alpes franceses enfrenta uma avalanche devastadora.;Comédia,Drama;7.2
Viagem Alucinante;Um traficante que morra em Tokio é traincionado pelo seu melhor amigo e assassinado num negócio de drogas.;Drama,Fantasia;7.2
Tubarão 3;Um tubarào gigante de dez metros fica preso em um parque temático do SeaWorld e cabe aos filhos do chefe de polícia Brody resgatar a todos.;Aventura,Terror,Suspense;3.7
O Fio da Inocência;Uma jovem deixa a Irlanda para encontrar o namorado na Inglaterra e, embora seja ajudado por um homem que esconde segredos perturbadores.;Drama,Suspense;7.0
O Portão;Crianças acidentalmente libertam uma horda de demônios malévolos de um misterioso buraco em seu quintal suburbano.;Fantasia,Terror;6.0
Monstros;A bela trapezista de um circo concorda em se casar com o líder de artistas paralelos, mas seus amigos deformados descobrem que ela só se casa com ele por causa de sua herança.;Drama,Terror;7.9
Kapoor & Filhos;A história sobre dois irmãos que visitam sua família disfuncional para a festa de aniversário do avô.;Comédia,Drama,Família;7.7
Um Plano Perfeito;Uma mulher apaixonada de sucesso tenta quebrar a maldição familiar de todo primeiro casamento que termina em divórcio correndo para o altar com um estranho antes de se casar com seu namorado.;Aventura,Comédia,Romance;6.3
Razão e Sensibilidade;O rico Sr. Dashwood morre, deixando sua segunda esposa e três filhas pobres de acordo com as regras da herança. As duas filhas mais velhas são os opostos opostos.;Drama,Romance;7.7
A Casa dos Sonhos;Logo depois de se mudar para sua nova casa, uma família descobre um crime brutal cometido contra ex-moradores da casa.;Drama,Mistério,Suspense;6.0
Punhos de Campeão;Esperando a perda usual, um gerente de boxe leva subornos de um gângster de apostas sem contar ao lutador.;Policial,Filme noir,Esportes;7.8
Depois de Horas;Um processador de texto tem a pior noite da sua vida depois que concorda em visitar uma garota no Soho que conheceu em um café.;Comédia,Policial,Drama;7.6
Jogos Letais;Dois assassinos concordam em trabalhar juntos enquanto um tenta vingar sua esposa e o outro coleciona uma recompensa por um emprego.;Ação,Policial,Drama;6.1
Floresta Maldita;Uma mulher vai para a Floresta do Suicídio no Japão a fim de encontrar sua irmã gêmea, e enfrenta um terror sobrenatural.;Terror,Mistério,Suspense;4.8
Gertrud;No mundo elegante de artistas e músicos, Gertrud termina seu casamento com Gustav e leva um amante, o compositor Erland Jansson.;Drama,Romance;7.3
O Galante Mr. Deeds;Um homem simples de uma pequena cidade herda uma grande fortuna e é imediatamente perseguido por aqueles que desejam tirar proveito dele.;Comédia,Drama,Romance;7.8
Sempre aos Domingos;História de uma jovem solitária que é amizade com um veterano inocente, mas emocionalmente com deficiência, da Guerra da Indochina francesa.;Drama;7.9
Segurança Nacional;Dois guardas de segurança incompatíveis são reunidos para impedir uma operação de contrabando.;Ação,Comédia,Policial;5.6
Detonando em Barcelona;Dois amigos chineses, que operam um caminhão de alimentos em Barcelona, Espanha, usam sua experiência em artes marciais para ajudar seu amigo do investigador particular a proteger a pickpocket Sylvia, que foi alvo de uma gangue cruel.;Ação,Comédia,Policial;7.1
Veer;Prithvi busca vingança em Gyanendra Singh e os britânicos.Ele envia seu filho para a Grã -Bretanha para estudar seus planos.Veer mata o filho de Gyanendra, mas acaba se apaixonando por sua filha.;Ação,Aventura,Drama;4.6
Gente de Sorte;Três soldados diferentes retornam da guerra e enfrentam os problemas da vida pacífica um do outro.;Aventura,Comédia,Drama;6.9
Gabbar Is Back;Um homem de tristeza assume a lei em suas próprias mãos quando começa a sequestrar e assassinar servidores públicos corruptos.;Ação,Policial,Drama;7.1
Instintos Diabólicos;Dina cresce em uma vila em um fiorde na década de 1860, no norte da Noruega.Quando criança, ela acidentalmente mata a mãe e perde o amor de seu pai rico.Ela cresce para ser uma mulher inteligente, bonita, selvagem e estranha.Ela se casa com um francês rico.;Drama;6.5
Extracted;Um cientista que inventou uma tecnologia para construir realidades virtuais a partir das memórias das pessoas se encontra em uma situação perigosa, depois que ele relutantemente permite que ela seja usada para um propósito que ele nunca imaginou.;Drama,Ficção científica;6.4
Um a Menos;Vann Siegert, sem rumo, dá uma virada bizarra na vida e se torna um assassino em série, rastreando os miseráveis, os autodestrutivos e aqueles que, de outra forma, parecem dispostos a morrer.;Policial,Drama,Mistério;6.1
Espinhos;Preso em um posto de gasolina isolado por um voraz parasita que transforma suas vítimas ainda vivas em hospedeiros mortais, um jovem casal e um condenado em fuga precisam encontrar uma maneira de trabalhar juntos para sobreviver.;Terror,Ficção científica,Suspense;6.1
Nasce uma Estrela;Uma jovem chega a Hollywood com sonhos de estrelato, e os realiza apenas com a ajuda de um ator alcoólatra cujos melhores dias ficaram para trás.;Drama,Romance;7.3
Virando o Jogo;Durante uma greve de futebol profissional, os proprietários assinam com jogadores substitutos.;Comédia,Esportes;6.6
O Último Adeus;Um grupo de velhos amigos relembra suas vidas ao longo dos anos após a morte de uma de sua tripulação.;Drama;6.9
Æon Flux;Aeon Flux é um misterioso assassino que trabalha para os Monicans, um grupo de rebeldes que estão tentando derrubar o governo. Quando ela é enviada em uma missão para matar o presidente, um mistério totalmente novo é revelado.;Ação,Aventura,Ficção científica;5.4
After Last Season;Dois estudantes de neurologia criam um experimento de telepatia juntos para visualizar um assassino, que recentemente fez outro aluno.;Animação,Drama,Ficção científica;1.6
Maldição;Uma entidade invisível assombra uma família do século XIX, e os segredos familiares logo começam a surgir.;Drama,História,Terror;5.0
Santa Sangre;Um antigo artista de circo escapa de um hospital psiquiátrico para se reunir com sua mãe sem braços, a líder de um culto religioso bizarro, e é forçado a executar assassinatos brutais em seu nome.;Drama,Terror,Suspense;7.5
Preto e Branco;Um viúvo em luto é atraído para uma batalha de custódia sobre sua neta, a quem ele ajudou a criar a vida inteira.;Drama;6.6
Macbeth;Um implacável e ambicioso escocês assume o trono com a ajuda da sua esposa e um trio de bruxas.;Drama,História;7.4
Cinzas E Diamantes;Quando a Segunda Guerra Mundial e a ocupação alemã terminam, a resistência polonesa e as forças russas se voltam para a tentativa de assumir a liderança na Polônia comunista.;Drama,Romance,Guerra;7.8
Cameraperson;Expondo seu papel por trás da câmera, Kirsten Johnson chega ao vasto tesouro de filmagens que ela filmou por décadas ao redor do mundo.O que surge é um livro de memórias visualmente ousado e um interrogatório revelador do poder da câmera.;Documentário,Biografia,História;7.4
Aashiqui 2;Rahul perde seus fãs e fama devido ao alcoolismo. Mas ele então decide transformar uma cantora desconhecida em uma estrela.;Drama,Musical,Musical;7.0
Mimi, o Metalúrgico;Mimi, forçado a deixar a sua família na Sicília, encontra trabalho numa fábrica em Turim, onde se envolve num caso extraconjugal.;Comédia,Drama;7.3
O.C. & Stiggs;O.C.E Stiggs não são seus adolescentes infelizes comuns.Eles não apenas desprezam seus arredores suburbanos, como planejam.Eles buscam vingança contra a família Schwab da classe média, que incorpora tudo o que detestam: classe média.;Comédia,Romance;5.3
Zügürt Aga;O proprietário de uma vila no leste da Turquia decide vender sua terra após uma seca severa e migra para Istambul com sua família.No entanto, a luta pela sobrevivência na 'cidade grande' não será mais fácil para eles ...;Comédia,Drama;8.7
Caça às Bruxas;Os cavaleiros do século XIV transportam uma suposta bruxa para um mosteiro, onde os monges deduzem que seus poderes poderiam ser a fonte da Peste Negra.;Ação,Aventura,Fantasia;5.4
Tarântula!;Uma aranha escapa de um laboratório isolado do deserto do Arizona com gigantismo, e cresce a um tamanho tremendo à medida que leva o caos aos habitantes locais.;Terror,Ficção científica;6.4
Ava;Ava é uma assassina profissional que trabalha para uma organização especializada em operações governamentais secretas, viajando pelo mundo e realizando execuções. Quando um trabalho dá errado, é forçada a lutar por sua sobrevivência.;Ação,Drama,Suspense;5.4
Climas;Um instrutor da Universidade Dowdy, Isa, é um marido desatento de sua esposa mais jovem e comercial de TV Bahar.A auto-absorvido e egoísta, o ISA se comunica apenas da maneira mais rudimentar, enquanto ela, da mesma forma, se desaneve para chorar Jags e comportamento juvenil.;Drama,Romance;7.1
Garota Sinal Verde;"Walter Gibson é um calouro da universidade passando por um feitiço seco.Seu velho amigo organiza uma ""coisa certa"" para ele na Califórnia.Gibson e seu colega de classe Allison fazem uma longa viagem para Cali, e ambos frustraram os planos um do outro.";Comédia,Drama,Romance;7.0
Kundskabens træ;Seguimos os estudantes dinamarqueses em uma turma no Århus KatedRalskole, no final da década de 1950, dos 13 a 16 anos.;Drama;7.2
Os Miseráveis;Stéphane juntou-se à Brigada Anti-Crime de Montfermeil, em 1993. Ele conhece seus novos companheiros de equipe, Chris e Gwada, e descobre as tensões entre os diferentes grupos do distrito.;Policial,Drama,Suspense;7.6
Como é Bom se Divertir;"Jiminy Cricket hospeda dois shorts animados da Disney: ""Bongo"", sobre um urso de circo escapando para a natureza, e ""Mickey and the Beanstalk"", uma visão do famoso conto de fadas.";Animação,Aventura,Comédia;6.4
Busca Frenética;Em um quarto de hotel em Paris, um médico sai do banho e descobre que sua esposa desapareceu. Logo ele é pego em um mundo de intrigas, espionagem, gângsteres, drogas e assassinatos.;Policial,Drama,Mistério;6.9
Vai E Vem;João Vuvu, mora sozinho em uma casa que requer regeneração, mas por estar sozinha, ele é incapaz de fazer o trabalho.Na libertação de seu filho da prisão, e o engano de João desencadeia uma série de eventos sombrios.;Comédia,Drama;6.9
Rápida e Mortal;Um coldre retorna a uma cidade fronteiriça onde é realizado um torneio de duelos, para o qual ela entra para vingar a morte de seu pai.;Ação,Romance,Suspense;6.5
O Incrível Hulk;Bruce Banner é um cientista que fuge do governo dos Estados Unidos e deberá encontrar a cura para a besta o quem se converte quando perde seu temperamento.;Ação,Aventura,Ficção científica;6.6
Amarga Esperança;Um fugitivo, ferido durante um assalto, se apaixona pela mulher que está cuidando dele até recuperar sua saúde, mas seu relacionamento parece condenado desde o início.;Policial,Filme noir,Romance;7.4
Rocco e Seus Irmãos;Tendo sido recentemente desenraizado em Milão, Rocco e seus quatro irmãos procuram um novo modo de vida quando uma prostituta se mete entre Rocco e seu irmão, Simone.;Policial,Drama,Esportes;8.2
A Lula e a Baleia;Segue dois filhos que lidam com o divórcio de seus pais no Brooklyn nos anos 80.;Comédia,Drama;7.3
A Força do Destino;Um jovem deve concluir seu trabalho em uma escola de candidatos a oficiais da Marinha para se tornar um aviador, com a ajuda de um sargento de artilharia e sua nova namorada.;Drama,Romance;7.0
Indochina;Eliane adota Camille, cujos pais vietnamitas eram seus amigos. Em 1930, um oficial da marinha francesa se interessa por Eliane e depois por Camille. Há uma revolta no Vietnã contra o poder colonial francês.;Drama,Romance,Guerra;7.0
O Casamento;Poonam, uma jovem tradicionalmente trazida, é casar Prem, um noivo escolhido por seu tio.A fé e o amor de Poonam e Prem devem ser testados, no entanto, quando ocorre um acidente e Poonam pode ser marcado por toda a vida.;Drama,Musical,Romance;6.6
