Título;Descrição;Gênero;Nota
Kin-dza-dza!;Two Russians push the wrong button on a strange device and end up on the telepathic planet Pluke with its strange societal norms.;Comédia,Drama,Ficção científica;8.0
A;Aum Shinrikyo, the Buddhist sect led by Shoko Asahara and responsible for the 1995 Sarin gas attack on a Tokyo subway, becomes the subject of this documentary.;Documentário;6.7
Até o Fim do Mundo;Em 1999, a vida de Claire muda para sempre após sobreviver a um acidente de carro. Ela resgata Sam e começa a viajar pelo mundo com ele. O escritor Eugene os segue e escreve sua história, enquanto inventa uma maneira de registrar sonhos.;Ação,Drama,Ficção científica;6.8
Diário de uma Paixão;Um jovem povre se apaixona por uma jovem rica, mas são separados pelas diferençãs sociais.;Drama,Romance;7.8
Juventudes Roubadas;Uma mulher britânica se lembra de ter chegado à idade adulta durante a Primeira Guerra Mundial, em uma história de amor jovem, a futilidade da guerra e tempos mais sombrios.;Biografia,Drama,História;7.2
Frankenstein;Um cientista obcecado construe um ser vivo a partir de partes de cadáveres exumados.;Drama,Terror,Ficção científica;7.8
A Última Gargalhada;An aging doorman is forced to face the scorn of his friends, neighbors and society after being fired from his prestigious job at a luxurious hotel.;Drama;8.0
Grotesca Despedida;Four Jewish intellectuals carpool to the funeral of their old friend Leslie Braverman, who died suddenly at age 41.;Comédia,Drama;5.6
Terra dos Mortos;Os mortos-vivos tomaram conta do mundo, e os últimos seres humanos vivem em uma cidade murada para se proteger enquanto enfrentam a situação.;Terror,Ficção científica,Suspense;6.2
O Buraco;Quatro adolescentes montam uma festa em um bunker abandonado do qual não sairão vivos.;Drama,Mistério,Suspense;6.2
Providence;A dying writer bases his last book on his own perception of his family.;Drama;7.5
Viagem ao Inferno;Três mochileiros isolados no interior da Austrália são mergulhados num pesadelo do inferno com um psicopata sádico.;Terror,Suspense;6.2
Os Incompreendidos;Uma criança, sem atenção, entra em uma vida de pequenos crimes.;Policial,Drama;8.1
O Poder da Esperança;The true story of Richard Pimentel, a brilliant public speaker with a troubled past, who returns from Vietnam deafened, and finds a new purpose in his landmark efforts on the behalf of Americans with disabilities.;Biografia,Comédia,Drama;7.2
Hellraiser: Revelações;Two college friends unwittingly release Pinhead and his minions.;Terror;2.7
Zolotoy telyonok;"A crook named Ostap Bender, who survived a murder attempt by Kisa Vorobyaninov in ""12 Chairs, "" now schemes to extort 1 million from an underground millionaire.";Comédia;8.3
De Bico Calado;Um pastor preocupado em escrever o sermão perfeito falha em perceber que sua esposa está tendo um caso, e que seus filhos não são lá muito bons.;Comédia,Policial;6.8
A Revanche Final;A man is framed by two corrupt cops for drugs. After he gets out of prison, he comes after them.;Ação,Policial,Drama;6.4
Cheap Thrills;Um casal de esquemas sujeita um homem de família em dificuldades e seu velho amigo a uma série de desafios cada vez mais retorcidos no decorrer de uma noite em um bar local.;Comédia,Policial,Drama;6.7
Sob a Areia;Quando seu marido desaparece na praia, uma professora começa a se desintegrar mentalmente ao se tornar delirante pela negação do desaparecimento dele.;Drama,Mistério;7.1
Horas de Museu;When a Vienna museum guard befriends an enigmatic visitor, the grand Kunsthistorisches Art Museum becomes a mysterious crossroads that sparks explorations of their lives, the city, and the ways in which works of art reflect and shape the world.;Drama;6.9
Vynález zkázy;An evil millionaire named Artigas plans to use a super-explosive device to conquer the world from his headquarters inside an enormous volcano.;Animação,Aventura,Fantasia;7.5
A Passagem;A wax museum owner uses his horror exhibits to unleash evil on the world.;Comédia,Terror;6.1
Girlhouse;Uma jovem estudante universitária desesperada pelo dinheiro da mensalidade se muda para uma casa que transmite conteúdo para um site de adultos. Depois que um fã determina a localização da casa, ela se vê em uma luta por sua vida.;Terror,Suspense;5.5
Shoah;O épico documentário de Claude Lanzmann conta a história do Holocausto através de entrevistas com testemunhas, tanto perpetradores como sobreviventes.;Documentário,História,Guerra;8.7
Planeta Fantástico;Em um planeta distante onde os gigantes azuis governam, humanóides oprimidos se rebelam contra seus líderes mecânicos.;Animação,Ficção científica;7.7
A Sombra e a Escuridão;Um engenheiro de pontes e um velho caçador experiente começam a caçar dois leões após atacarem os trabalhadores da construção local.;Aventura,Drama,Suspense;6.8
O Olhar do Amor;The life of Paul Raymond, the controversial entrepreneur who became Britain's richest man.;Biografia,Comédia,Drama;6.0
Decisão de Risco;A oficial militar Katherine Powell está encarregada de uma operação antiterrorista no Quênia. A missão é complicada quando uma jovem entra na zona mortal, iniciando uma disputa internacional sobre táticas de guerra modernas.;Ação,Drama,Suspense;7.3
Tees Maar Khan;Posando como produtor de cinema, um vigarista tenta enganar uma vila inteira para ajudá-lo a roubar um trem carregado de tesouros.;Comédia,Policial;2.5
Vírus;Quatro amigos fogem de uma pandemia viral e logo descobrem que eles mesmos são mais perigosos do que qualquer vírus.;Ação,Aventura,Drama;6.0
Fuso Horário do Amor;A worn-out businessman and a beautician on the run collide in a Paris airport. Love arrives, all its hurdles be damned.;Comédia,Romance;6.1
O Bom Dinossauro;Em um mundo onde dinossauros e humanos vivem lado a lado, um apatossauro chamado Arlo é um amigo humano improvável.;Animação,Aventura,Comédia;6.7
De Volta às Aulas;Quando desistem do ensino médio, dois amigos encontram o sucesso no início, um como boxeador em ascensão e o outro como gângster de baixo nível. Entretanto, suas escolhas de vida ainda encontram uma maneira de alcançá-las.;Policial,Drama,Esportes;7.4
Apenas Amigos;Enquanto visitava sua cidade durante o Natal, um homem se confronta com uma garota por quem estava apaixonado, uma mulher cuja rejeição o transformou em um feroz mulherengo.;Comédia,Romance;6.2
Suspeita;Uma jovem herdeira tímida se casa com um cavalheiro encantador e logo começa a suspeitar que ele planeja assassiná-la.;Filme noir,Mistério,Suspense;7.3
Enigma do Espaço;Após uma explosão no espaço, seguido por um período de interrupção da transmissão de rádio de dois minutos, dois astronautas voltam para casa e para suas esposas. É revelado, aos poucos, que eles não continuam iguais ao que eram.;Drama,Ficção científica,Suspense;5.3
Marca da Vingança;Jamie Morgan, a young man with a large heart-shaped birthmark on his face, discovers that there are demons on the streets of East London.;Drama,Fantasia,Terror;5.9
XXY;A história de um adolescente intersexual de 15 anos. Ela mora com os pais, que precisam enfrentar os desafios de condição médica dela.;Drama,Romance;7.0
O Gigante de Ferro;Um jovem faz amizade com um robô gigante do espaço, um paranóico agente do governo quer que seja destruído.;Animação,Ação,Aventura;8.1
8 Mulheres;Um homem assassinado, oito mulheres, cada uma parecendo mais ansiosa que as outras em saber a verdade.;Comédia,Policial,Musical;7.0
O Príncipe Guerreiro;A busca de vingança de um jovem armado com poderes sobrenaturais. O herói e seus aliados animais travam uma guerra contra as forças saqueadoras.;Ação,Aventura,Fantasia;6.2
Bala na Cabeça;When three close friends escape from Hong Kong to war-time Saigon to start a criminal's life, they all go through a harrowing experience which totally shatters their lives and their friendship forever.;Ação,Policial,Drama;7.5
Sétimo Céu;A street cleaner saves a young woman's life, and the pair slowly fall in love until war intervenes.;Drama,Romance;7.6
Não Chame a Polícia!;"A Pulitzer prize writer buys a cabin. The neighbors get suspicious when a stranger ""breaks in"". They see a black man and call the police, who start shooting at him. The sheriff tries a cover-up involving a white petty crook. Bad idea.";Comédia,Policial;5.7
Reinado do Terror;Um antigo caçador de baleias sueco parte em busca de vingança, quando descobre que o seu pai foi morto por um ganancioso magnata do petróleo, que cobiçava as suas terras.;Drama,Faroeste;6.8
Minha Vida Sem Mim;Uma jovem esconde seu câncer terminal para viver sua vida com uma paixão que ela nunca teve antes.;Drama,Romance;7.4
Bait;Martin is a fisherman without a boat, his brother Steven having re-purposed it as a tourist tripper. With their childhood home now a get-away for London money, Martin is displaced to the estate above the harbour.;Drama;7.1
Sem Identidade;Uma jovem hondurenha e um gângster mexicano se unem em uma jornada pela fronteira americana.;Aventura,Policial,Drama;7.5
Criatura Perfeita;"The vampire myth is given a stylish 1960s treatment, where a human cop partners with a vampire cop to stop a vamp bent on creating a war between the two ""separate but equal"" races.";Ação,Drama,Fantasia;5.4
Jug Face;When she learns the supernatural pit worshipped by her remote community in the woods has demanded her as a blood sacrifice, Ada struggles to find a way to survive, while the pit lashes out in anger.;Drama,Terror,Suspense;5.2
Atriz Milenar;Um entrevistador de televisão e seu operador de câmera conhecem uma ex-atriz e viajam através de suas memórias e carreira.;Animação,Drama,Fantasia;7.8
Céu Amarelo;A pistol-packing tomboy and her grandfather discover a band of bank robbing bandits taking refuge in the neighboring ghost town.;Policial,Faroeste;7.4
Gringo;Critically Acclaimed documentary from director Lech Kowalski (DOA) following the life and times of a down-and-out heroin addict in 1980s New York.;Documentário;6.1
Vingança Final;A former gangster reenters the criminal underworld after his brother suspiciously commits suicide.;Policial,Drama,Mistério;5.8
Palavras ao Vento;Alcoholic playboy Kyle Hadley marries the woman secretly loved by his poor but hard-working best friend, who in turn is pursued by Kyle's nymphomaniac sister.;Drama;7.4
Meu Tio Antoine;Set in cold rural Quebec at Christmas time, we follow the coming of age of a young boy and the life of his family which owns the town's general store and undertaking business.;Drama;7.4
Slacker;Um dia na vida de Austin, Texas, enquanto a câmera vagueia de lugar em lugar e oferece um breve vislumbre do excesso de instrução, dos desajustados sociais, dos marginalizados e das bolas estranhas.;Comédia,Drama;7.0
Chupke Chupke;A newly wedded husband plays a practical joke on his wife's family with full support from his wife and friends.;Comédia,Drama,Romance;8.3
Policial Violento;Um policial propenso à violência descobre que seu colega trafica drogas.;Ação,Policial,Drama;7.1
P2: Sem Saída;Uma empresária é perseguida por um psicopata após ser trancada em um estacionamento, na véspera de Natal.;Policial,Terror,Suspense;5.9
